Unnamed: 0,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
3428,ditalala,sûreté,1.0,postive,mot,safety,ukuphepha,veiligheid,polokego,ukhuseleko,kuchengetedzwa
3429,bukubi,sûreté,1.0,postive,mot,safety,ukuphepha,veiligheid,polokego,ukhuseleko,kuchengetedzwa
3433,kutshimuna,surmonter,1.0,postive,verbe,overcome,nqoba,oorkom,hlola,boyiswe,kukunda
3434,kupita,surmonter,1.0,postive,verbe,overcome,nqoba,oorkom,hlola,boyiswe,kukunda
3435,kutentekadinadikuabu,surmotmer,0.0,neutral,verbe,onmotmer,onmotmer,onmotmer,onmotmer,ionmotmer,onmotmer
3436,kuinyikamuntudingadina,surmotmer,0.0,neutral,verbe,onmotmer,onmotmer,onmotmer,onmotmer,ionmotmer,onmotmer
3437,utamba,surpasser,1.0,postive,verbe,surpass,dlula,oortref,surpass,gqitha,vanopfuura
3438,kupita,surpasser,1.0,postive,verbe,surpass,dlula,oortref,surpass,gqitha,vanopfuura
3439,kukuta,surprendre,0.0,neutral,verbe,surprise,mangaza,verrassing,makata,ukumangala,kushamisika
3440,kupetamuntumudienzadiabualu,surprendre,0.0,neutral,verbe,surprise,mangaza,verrassing,makata,ukumangala,kushamisika
3441,kupetamuntumubuteyi,surprendre,0.0,neutral,verbe,surprise,mangaza,verrassing,makata,ukumangala,kushamisika
3444,butangidi,surveillance,0.0,neutral,mot,monitoring,ukuqapha,monitering,go bea leihlo,ukubeka iliso,kuongorora
3445,mudimuwamutangidi,surveillance,0.0,neutral,mot,monitoring,ukuqapha,monitering,go bea leihlo,ukubeka iliso,kuongorora
3446,mutangidi,surveillant,0.0,neutral,mot,supervisor,umphathi,toesighouer,mookamedi,isuphavayiza,supervisor
3447,kutentekela,surveiller,0.0,neutral,verbe,watch,uzobukela,om te kyk,go lebelela,ukubukela,kutarisa
3448,kutabala,surveiller,0.0,neutral,verbe,watch,uzobukela,om te kyk,go lebelela,ukubukela,kutarisa
3449,kutangilabuabuimpe,surveiller,0.0,neutral,verbe,watch,uzobukela,om te kyk,go lebelela,ukubukela,kutarisa
3450,kuluka,survenir,0.0,neutral,verbe,occur,vela,voorkom,hlaga,zenzeka,kuitika
3451,kufika,survenir,0.0,neutral,verbe,occur,vela,voorkom,hlaga,zenzeka,kuitika
3452,kuluapabuipi,survenir,0.0,neutral,verbe,occur,vela,voorkom,hlaga,zenzeka,kuitika
3453,kubisha,susciter,0.0,neutral,verbe,arouse,hlela,opwek,dira ta go tsoa,vusa,simudza
3454,kuvuija,susciter,0.0,neutral,verbe,arouse,hlela,opwek,dira ta go tsoa,vusa,simudza
3455,kuimanyika,suspendre,0.0,neutral,verbe,suspend,hlehlisa,opskort,go emiwa,nqumamisa,kumisa
3456,kupangatshiakuenza,suspendre,0.0,neutral,verbe,suspend,hlehlisa,opskort,go emiwa,nqumamisa,kumisa
3457,mioyokulu,suspens,0.0,neutral,mot,suspense,ukuhlalela ovalweni,spanning,go se fele pelo,ukrokrela,kusarudzika
3458,kuindidisha,suspens,0.0,neutral,verbe,suspense,ukuhlalela ovalweni,spanning,go se fele pelo,ukrokrela,kusarudzika
3459,kakuyikujikija,suspens,0.0,neutral,verbe,suspense,ukuhlalela ovalweni,spanning,go se fele pelo,ukrokrela,kusarudzika
3460,sukomo,sycomore,0.0,neutral,mot,sycamore,isikati,sycamore,sycamore,sycamore,sycamore
3461,mushindumukuabuwamutshiwanfigi,sycomore,0.0,neutral,mot,sycamore,isikati,sycamore,sycamore,sycamore,sycamore
3462,muimpebuaditalajidiendedinene,sycomore,0.0,neutral,mot,sycamore,isikati,sycamore,sycamore,sycamore,sycamore
3463,udiukuamabimumabishadile,sycomore,0.0,neutral,mot,sycamore,isikati,sycamore,sycamore,sycamore,sycamore
3464,kabiyibiabungi,sycomore,0.0,neutral,mot,sycamore,isikati,sycamore,sycamore,sycamore,sycamore
3466,cyamanyaanù,sale,-2.0,negative,mot,dirty,ngcolile,vuil,ditqhila,umdaka,tsvina
3467,cipepèla,simple,0.0,neutral,mot,simple,lula,eenvoudig,bonolo,ilula,nyore
3470,cyalu,scène,0.0,neutral,mot,scene,isigcambazana,toneel,sefala,imeko,chiitiko
3471,ngikàdilù,situation,0.0,neutral,mot,situation,isimo,situasie,seemo,imeko,mamiriro
3472,yàyà,sur,1.0,postive,mot,sister,udadewenu,suster,sesi,usisi,hanzvadzi sikana
3473,diloòlù,soirée,1.0,postive,mot,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3474,mùshindù,sorte,0.0,neutral,mot,sort,khetha,sorteer,hlopha,hlela,ronga
3475,cyumvwilu,sens,0.0,neutral,mot,sense,ukuzwa,sin,sekwi,ingqiqo,pfungwa
3476,lumvu,sens,0.0,neutral,mot,sense,ukuzwa,sin,sekwi,ingqiqo,pfungwa
3480,fwicifwici,secret,0.0,neutral,mot,secret,yimfihlo,geheim,sephiri,imfihlo,chakavanzika
3481,mukalenge,seigneur,1.0,postive,nom,lord,ungqongqoshe,here,morena,nkosi,ishe
3482,mukalenga,seigneur,1.0,postive,nom,lord,ungqongqoshe,here,morena,nkosi,ishe
3483,mulopò,seigneur,1.0,postive,nom,lord,ungqongqoshe,here,morena,nkosi,ishe
3484,mulopù,seigneur,1.0,postive,nom,lord,ungqongqoshe,here,morena,nkosi,ishe
3485,cimanyinu,signe,0.0,positive,symbole,sign,bhala,teken,leswao,uphawu,chiratidzo
3486,cileejilu,signe,0.0,neutral,symbole,sign,bhala,teken,leswao,uphawu,chiratidzo
3487,kamanyinu,signe,0.0,neutral,symbole,sign,bhala,teken,leswao,uphawu,chiratidzo
3488,lubàcì,silence,0.0,neutral,qualité,silence,ukuthula,stilte,setu,cwaka,kunyarara
3489,nyàkàtàà,silence,0.0,neutral,qualité,silence,ukuthula,stilte,setu,cwaka,kunyarara
3490,cyolòòlò,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3491,cyolòòlù,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3492,diloòlò,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3493,diloòlù,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3494,mulòòlò,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3495,mulòòlù,soir,1.0,postive,temps,evening,kusihlwa,aand,mantiboa,ngokuhlwa,manheru
3496,mùsùlaayì,soldat,0.0,neutral,nom,soldier,ibutho,soldaat,leole,ijoni,musoja
3497,mumwemwe,sourire,2.0,postive,mot,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
3498,mumwemwa,sourire,2.0,postive,mot,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
3499,mwemunya,sourire,2.0,postive,mot,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
3500,mwenya,sourire,2.0,postive,mot,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
3501,bwalu,sujet,0.0,neutral,mot,subject,beka,onderwerp,hlogotaba,isifundo,musoro
3502,cyenabwalu,sujet,0.0,neutral,mot,subject,beka,onderwerp,hlogotaba,isifundo,musoro
3503,kubùnduka,sauter,0.0,neutral,mot,jump,gxuma,spring,tshela,xhuma,kusvetuka
3504,kuvuma,sauter,0.0,neutral,mot,jump,gxuma,spring,tshela,xhuma,kusvetuka
3505,kupàndisha,sauver,2.0,postive,mot,save,hlenga,stoor,boloka,gcina,chengetedza
3506,kusùngila,sauver,2.0,postive,mot,save,hlenga,stoor,boloka,gcina,chengetedza
3509,nunka,sentir,0.0,neutral,mot,feel,zwa,voel,ikwa,yiva,kunzwa
3510,umvwa,sentir,0.0,neutral,mot,feel,zwa,voel,ikwa,yiva,kunzwa
3511,kukànda,séparer,0.0,neutral,mot,separate,hlungula,skei,kgaogane,hlula,kupatsanura
3512,kulamuna,séparer,0.0,neutral,mot,separate,hlungula,skei,kgaogane,hlula,kupatsanura
3513,kupandula,séparer,0.0,neutral,mot,separate,hlungula,skei,kgaogane,hlula,kupatsanura
3514,kwaabulula,séparer,0.0,neutral,mot,separate,hlungula,skei,kgaogane,hlula,kupatsanura
3515,kusùnga,séparer,0.0,neutral,mot,separate,hlungula,skei,kgaogane,hlula,kupatsanura
3516,kubàmbakaja,serrer,0.0,neutral,mot,squeeze,ukuncipha,om te druk,go pitlaganya,ukutshiza,kunyudza
3517,kucìncimika,serrer,0.0,neutral,mot,squeeze,ukuncipha,om te druk,go pitlaganya,ukutshiza,kunyudza
3518,kupàlakaja,serrer,0.0,neutral,mot,squeeze,ukuncipha,om te druk,go pitlaganya,ukutshiza,kunyudza
3519,kutènga,serrer,0.0,neutral,mot,squeeze,ukuncipha,om te druk,go pitlaganya,ukutshiza,kunyudza
3520,kusadila,servir,1.0,postive,mot,serve,sebenzela,bedien,solela,khonza,shumirawo
3524,dyòkola,souffrir,-2.0,negative,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3525,tàta,souffrir,-2.0,negative,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3526,suba,souffrir,-2.0,negative,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3527,nyòngomoka,souffrir,-2.0,negative,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3528,kènga,souffrir,-2.0,negative,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3529,londa,suivre,0.0,neutral,mot,follow,fuza,volg,latela,landela,tevera
3530,twàmunnyimà,suivre,0.0,neutral,mot,follow,fuza,volg,latela,landela,tevera
3531,munnyimà,suivre,0.0,neutral,mot,follow,fuza,volg,latela,landela,tevera
3532,cyongowaminanga,janvier,0.0,neutral,mois,january,ujanuwari,januarie,janeware,eyomqungu,ndira
3533,lwîshi,février,0.0,neutral,mois,february,ufebhuwari,februarie,fepreware,eyomdumba,kukadzi
3534,lwabanya,mars,0.0,neutral,mois,march,hamba,maart,mathe,eyokwindla,kurume
3535,cisangankasu,avril,0.0,neutral,mois,april,epreli,april,aprele,utshazimpuzi,kubvumbi
3537,kabalaashipu,juin,0.0,neutral,mois,june,ujuni,junie,june,isilimela,chikumi
3538,kashipu,juillet,0.0,neutral,mois,july,ujulayi,julie,julae,eyekhala,chikunguru
3539,cimungùwamashika,août,0.0,neutral,mois,august,agasti,augustus,agosetose,eyethupha,nyamavhuvhu
3540,kabitende,septembre,0.0,neutral,mois,september,usepthemba,september,setemere,eyomsintsi,gunyana
3541,kasuamansesà,octobre,0.0,neutral,mois,october,uokthoba,oktober,oktobere,eyedwarha,gumiguru
3542,kasuabanga,novembre,0.0,neutral,mois,november,unovemba,november,nofemere,eyenkanga,mbudzi
3543,cisuamunene,décembre,0.0,neutral,mois,december,udisemba,desember,disemere,etimnga,zvita
3544,kabitenda,septembre,0.0,neutral,mois,september,usepthemba,september,setemere,eyomsintsi,gunyana
3545,siyânsà,science,1.0,postive,mot,science,ulwazi lwezinto zemvelo,wetenskap,saentshe,isayensi,sayenzi
3546,dimanya,science,1.0,postive,mot,science,ulwazi lwezinto zemvelo,wetenskap,saentshe,isayensi,sayenzi
3547,kunyanguka,sabîmer,-1.0,negative,mot,damaged,zilimele,word beskadig,get senyegile,yonakaliswa,kukuvara
3548,kuwona,sabîmer,-1.0,negative,mot,damaged,zilimele,word beskadig,get senyegile,yonakaliswa,kukuvara
3549,kwibidiljangananemwaba,sacclimater,0.0,neutral,mot,acclimate,canqa wokwenzeka,akklimatiseer,acclimate,iact,acclimate
3550,kubidilangananemwaba,sacclimater,0.0,neutral,mot,acclimate,canqa wokwenzeka,akklimatiseer,acclimate,iact,acclimate
3551,tshijidila,sacré,1.0,postive,mot,sacred,ngcwele,heilig,thogile,ngcwele,tsvene
3553,buakuidi,sacrificature,0.0,neutral,mot,sacrifice,hlabela,opoffering,ba sehlabelo,ukubingelela,chibayiro
3556,munyenganganyi,sacrilège,-2.0,negative,mot,sacrilege,imakisiweyoyo,heilige heiligmaking,sacrilege,ukucheba,slicerlege
3558,muenalungenyi,sage,2.0,postive,mot,wise,hlakaniphile,wys,bohlale,bubulumko,kuchenjera
3559,lungenyi,sagesse,2.0,postive,mot,wisdom,ukuhlakanipha,wysheid,bohlale,ubulumko,uchenjeri
3560,buakane,sain,2.0,postive,mot,healthy,qinile,gesond,phelegile,isempilweni,hutano
3561,watshijila,saint,2.0,postive,mot,saint,usanti,heilige,mokgethwa,eng,saint
3562,tshijila,saint,2.0,postive,mot,saint,usanti,heilige,mokgethwa,eng,saint
3563,tshijila,saintement,2.0,postive,mot,holy,ngcwele,heilig,kgethwa,ngcwele,mutsvene
3565,kukuata,saisir,0.0,neutral,mot,input,ukufaka,om in te voer,go tsenya tsenyo,ukufaka,kupinza
3566,tshitueluepu,salé,-1.0,negative,mot,dirty,ngcolile,vuil,ditqhila,umdaka,tsvina
3567,bukoya,saleté,-2.0,negative,mot,dirt,ukungcola,vuil,thila,ubumdaka,tsvina
3568,kulengeja,sanctifier,1.0,postive,mot,sanctify,ngcwelisa,heilig,kgalemo ya go kgetha,ngcwalisa,tsvenesa
3569,kujidila,sanctifier,1.0,postive,mot,sanctify,ngcwelisa,heilig,kgalemo ya go kgetha,ngcwalisa,tsvenesa
3571,kufilamulubu,rapporter,0.0,neutral,verbe,report,ukwenza umbiko,rapporteer,pego,ingxelo,chirevo
3572,kufinda,sombre,2.0,postive,verbe,dark,hwelele,donker,leswiswi,mnyama,rima
3573,kufindakuanvula,orage,1.0,postive,mot,thunderstorm,isiphepho,donderstorm,ledimo la go duma,indudumo,kutinhira
3574,kufua,mourir,1.0,postive,mot,die,shona,sterf,hlokofala,ufe,kufa
3575,kufualuse,apaiser,1.0,postive,mot,soothe,slothe,kalmeer,soothe,toothe,soothe
3577,kufuangikija,supposer,0.0,neutral,mot,assume,cabangela,aanvaar,bona gore,cinga,fungidzira
3578,kufuanyikija,représenter,0.0,neutral,mot,represent,mela,verteenwoordig,emela,zimele,inomiririra
3579,kufuanyikila,imagination,0.0,neutral,mot,imagination,okubunjwe inhliziyo,verbeelding,boikgopolelo,umbono,kufungidzira
3580,kufubidisha,sécher,0.0,neutral,mot,dry,omile,droog,omile,yomile,kuoma
3581,kufubila,flétrir,0.0,neutral,mot,wither,vutha,verdor,m o o t r e r,buna,vaoma
3582,kufuilangana,interdire,0.0,neutral,mot,forbid,ukwenqabela,om te verbied,go thibela,ukunqanda,kurambidza
3583,kufuka,créer,0.0,neutral,mot,create,dala,skep,hlama,dala,gadzira
3585,kufunabulobo,déchaîner,0.0,neutral,mot,unleash,dela,ontketen,unleash,ungenise,uleash
3586,kufunafuna,jactance,0.0,neutral,verbe,jactance,ukujena,jaktance,jactance,jackence,jactance
3587,kufunda,prescrire,0.0,neutral,verbe,prescribe,khetha,voorskryf,laela,nikezela,nyora
3588,kufunda,rédiger,0.0,neutral,verbe,write,bhala,skryf,ngwala,bhala,nyora
3589,kufunda,inscrire,0.0,neutral,verbe,register,regista,registreer,ingwadia,irejista,rejista
3590,kufundapatshintutshikoledibue,graver,0.0,neutral,verbe,engrave,ukuqopha ukudweba,graveer,engrave,ukuqhutywa,engrave
3591,kufundakusangisha,composer,0.0,neutral,verbe,compose,lahlela,komponeer,hlama,qamba,nyora
3592,kufundisha,enregistrer,0.0,neutral,mot,save,hlenga,stoor,boloka,gcina,chengetedza
3593,kufuta,payer,0.0,neutral,verbe,pay,bhadala,betaal,lefa,hlawula,kubhadhara
3594,kufutadibanza,dépenser,0.0,neutral,mot,spend,khipha,spandeer,ntha thelete,chitha,shandisa
3595,kuiba,dérober,2.0,postive,mot,steal,ntshontsha,steel,utswa,ukuba,kuba
3596,kuibaka,bâtir,-1.0,negative,verbe,build,akha,bou,aga,yakha,kuvaka
3597,kuibakulula,réédifier,1.0,postive,mot,reedit,hlela kabusha,redigeer,hlophisa botjha,hlela kwakhona,rekugadzirisa
3598,kuidikija,imiter,1.0,postive,mot,imitate,lingisa,imiteer,ekia,xelisa,tevedzera
3599,kuidikisha,départir,2.0,postive,mot,leave,shiya,los,tloga,shiya,zivisa
3600,kuikala,exister,2.0,postive,mot,exist,hlala,bestaan,go ba gona,zikhona,kuvapo
3604,kuikalamufue,mort,0.0,neutral,mot,dead,fileyo,dood,hlokofete,ufile,akafa
3605,kuikalamunyokibue,torturé,2.0,postive,mot,torture,nqamuleza,marteling,tlaia,intuthumbo,kushungurudzwa
3606,kuikalamusungudibuediambedi,préordonner,0.0,neutral,mot,preorder,ngaphambi kokuoda,voorafbestelling,preorder,ioda yangaphambili,preorder
3607,kuikalamutambibue,vaincu,0.0,neutral,mot,defeated,kunqobile,verslaan,e fentwe,yoyisiwe,kukundwa
3608,kuikalamutshimunyi,vainqueur,0.0,neutral,mot,winner,owinileyo,wenner,mofenyi,ophumeleleyo,kuhwina
3609,kuikalanebukokeshi,disposer,2.0,postive,mot,arrange,hlela,reël,beakanya,cwangcisa,ronga
3610,kuikalanebua,devoir,2.0,postive,mot,duty,isibopho,plig,moomo,umsebenzi,basa
3611,kuikalanedikima,enhardir,0.0,neutral,mot,embolden,mbumba,embolden,sethunya sa go ba le sebete,embolden,embolden
3612,kuikalanemukawu,envieux,0.0,neutral,mot,envious,hawukelayo,afgunstig,mona,onemona,godo
3613,kuikalanemusangunetshikondo,vaquer,-1.0,negative,mot,vacation,ikhefu,vakansie,maikhuto,iholide,zororo
3614,kuikalanentema,attentif,-2.0,negative,mot,attentive,qaphelisayo,oplettend,hlokomelang,imamela,teerera
3615,kuikalanetshikondo,loisir,0.0,neutral,adjetif,leisure,ukuzihlalela,ontspanning,boiketlo,ukuzonwabisa,kusununguka
3616,kuikalakukumubidi,présence,2.0,postive,mot,presence,ukuba khona,teenwoordigheid,go ba gona,ubukho,kuvapo
3617,kuikalanemuoyo,vivre,0.0,neutral,verbe,live,zwa,leef,phela,phila,rarama
3618,kuikisha,récréer,1.0,postive,mot,recreate,buyisela,herskep,bopa gape,phinda,varaidzo
3620,kuimansha,arracher,0.0,neutral,mot,tear,ukudiliza,om uit te skeur,go gagoga,ukuthoba,kubvarura
3621,kuimanyika,suspendre,1.0,postive,mot,suspend,hlehlisa,opskort,go emiwa,nqumamisa,kumisa
3622,kuimanyikakutshilumbuluidi,traduire,0.0,neutral,mot,translate,humusha,vertaal,fetolela,guqula,dudziro
3623,kuimba,chanter,0.0,neutral,mot,sing,cula,sing,opela,cula,imba
3624,kuinamumayimanene,noyer,0.0,neutral,mot,walnut,ziyadliwa,okkerneut,walnut,iwalnut,walnut
3626,kuindila,attendre,1.0,postive,mot,wait,ukulinda,om voor te wag,go leta,ukulinda,kumirira
3627,kuinjidila,renfermer,1.0,postive,mot,enclose,buyela,sluit in,akareta,faka,enclose
3628,kuinyika,motmer,0.0,neutral,mot,motmer,umhumushi,motmer,motmer,umzobo,motmer
3630,kuinyisha,plonger,-1.0,negative,mot,dive,ziphonsa ngekhanda emanzini,duik,thinya,dive,dive
3631,kuipatakumusha,chasser,1.0,postive,mot,hunt,ukuzingela,jag,tsoma,ukuzingela,kuvhima
3632,kuipatshila,aborder,0.0,neutral,mot,land,ukufika emhlabeni,om te land,go kotama,emhlabeni,kusvika pasi
3633,kuipila,déchausser,1.0,postive,mot,shoes,susa izicathulo zakho,trek jou skoene uit,tloa dieta ta gago,susa izihlangu zakho,bvisa shangu dzako
3634,kuitabuatu,ramer,1.0,postive,verbe,row,gwedla,ry,mothalo,umqolo,mutsara
3635,kuitabuja,accepter,1.0,postive,verbe,accept,amukela,aanvaar,amogela,yamkela,gamuchira
3636,kuitabujabualu,affirmer,0.0,neutral,verbe,affirm,nyanisa,bevestig,tiia,qinisekisa,simbisa
3637,kuitabujakuangatakumudimu,engager,1.0,postive,verbe,engage,sebenzisa iqhaza,betrek,beeleta,ukuzibandakanya,ita
3638,kuitabujibua,acceptation,0.0,neutral,verbe,acceptance,ukwamukela,aanvaarding,kamogelo,ukwamkelwa,kugamuchirwa
3639,kuitabusha,pernicieux,0.0,neutral,verbe,pernicious,nonya,verderflik,e senyago,enomsindo,kuwirirana
3642,kujadika,approuver,0.0,neutral,verbe,approve,vumela,keur goed,dumelela,vuma,bvumidza
3643,kujalama,ferme,0.0,neutral,verbe,farm,ipulazi,plaas,polase,ifama,purazi
3644,kujana,murmurer,1.0,postive,verbe,whisper,nyenyeza,fluister,hwenahwena,whisper,whisper
3645,kujanguluka,tarder,0.0,neutral,verbe,delay,libazisa,vertraag,diega,ukulibaziseka,kunonoka
3646,kujibika,boucher,0.0,neutral,mot,butcher,ukuhlaba inyama,slagter,butcher ya nama,umxheli,butcher
3647,kujidila,consacrer,-1.0,negative,mot,dedicate,nikela,wyd toe,ineela,nikezela,tsaurira
3648,kujika,défaillir,0.0,neutral,mot,fail,phutha,misluk,palelwa,usilele,kutadza
3649,kujikija,accomplir,0.0,neutral,mot,accomplish,feza,voltooi,fihlelela,phumeza,zadzisa
3650,kujikuila,vertement,0.0,neutral,mot,openly,ngokusobala,openlik,pepeneneng,ngokuvulekileyo,pachena
3651,kujilakuabiakudia,jeûner,0.0,neutral,mot,fast,sheshayo,vinnig,potlako,ngokukhawuleza,nekukurumidza
3653,kujimija,abolition,0.0,neutral,mot,abolition,ukuqedelana,afskaffing,go fediwa,ukupheliswa,kubviswa
3654,kujimika,perle,0.0,neutral,mot,pearl,amaphelisi,pêrel,perela,iperile,pearl
3655,kujimina,effacer,0.0,neutral,mot,erase,ukusula,om uit te vee,go phumola,ukucima,kudzima
3656,kujingila,bander,0.0,neutral,mot,hard,thola kanzima,word hard,thata,yiba nzima,tora zvakaoma
3657,kujingila,emmailloter,1.0,postive,mot,swaddle,swaddle,swaddle,swaddle,swaddle,swaddle
3658,kujinguluila,expliquer,1.0,postive,mot,explain,chasisa,verduidelik,hlaloa,chaza,tsanangura
3659,kujingulula,discerner,0.0,neutral,mot,discern,hlola,onderskei,temogo,qaphela,nzwisisa
3660,kujula,déraciner,0.0,neutral,mot,uproot,isiphepho,ontwortel,go tumolwa ka medu,ukuphosa,kumutsa
3661,kujuladiyoyo,contester,0.0,neutral,mot,challenge,cela,uitdaging,tlhotlo,umngeni,dambudziko
3662,kukamakuma,tarir,0.0,neutral,mot,dry,yomile,droog op,omisa godimo,yomisiwe,kuoma
3663,kukanda,bride,1.0,postive,verbe,flange,iflange,flens,flange,iflange,flange
3664,kukandakakuyi,empêchement,0.0,neutral,mot,prevention,ukuvimbela,voorkoming,thibelo,ukuthintela,kudzivirira
3665,kukandika,enjoindre,0.0,neutral,mot,enjoin,isixumulo,gee aan,enjoin,yayalela,fungai
3666,kukanga,fermer,0.0,neutral,mot,close,ngokuminyanisa,maak toe,tswalela,vala,vhara
3667,kukangila,enfermer,0.0,neutral,mot,lock,ukukhiya,sluit toe,notlela godimo,tshixela,kukiya
3668,kukanka,frémir,0.0,neutral,mot,shudder,shukume,ridder,go thothomela,umthubi,shudder
3669,kukanyina,menacer,0.0,neutral,mot,threaten,songela,dreig,thoeta,songela,kutyisidzira
3670,kukeba,chercher,0.0,neutral,mot,seek,khwathaza,soek,nyaka,funa,tsvaga
3672,kukebulula,sonder,0.0,neutral,mot,probe,icala lolo munye noma,ondersoek,probe,probe,probe
3673,kukema,ému,0.0,neutral,mot,moved,ethuse,geskuif,moved,ishukunyisiwe,kutama
3674,kukemesha,étonner,0.0,neutral,mot,astonish,inyakakhelwane,verbaas,e makatago,iastonish,astonish
3675,kukenga,souffrir,0.0,neutral,mot,suffer,hlupheka,ly,tlaiega,yiva,tambura
3676,kukengabikole,cruellement,0.0,neutral,mot,cruelly,nonya,wreed,ka sehlogo,ngenkani,zvine hutsinye
3678,kukenkesha,dévaster,0.0,neutral,mot,devastate,bhuqa,verwoest,senya sa go senya,chitha,kuparadza
3679,kukenka,briller,0.0,neutral,mot,shine,khanya,skyn,phadima,kukhanya,penya
3680,kukenkakutema,reluire,0.0,neutral,mot,shine,khanya,skyn,phadima,kukhanya,penya
3681,kukenkesha,illuminer,0.0,neutral,mot,illuminate,khanyisa,verlig,sedile,khanyisa,kuvhenekera
3682,kukepesha,abréger,0.0,neutral,mot,shorten,nciphisa,verkort,khutsufatsa,mfutshane,kupfupisa
3683,kukina,horreur,0.0,neutral,mot,horror,ukwesaba okukhulu,gruwel,poifo,yorar,zvinotyisa
3684,kukinakuikalanelukuna,haïr,1.0,postive,mot,hate,ukuzonda,haat,hloya,intiyo,kuvenga
3685,kukoka,attirer,1.0,postive,mot,attract,khanga,lok,ba le maatlakgogedi,tsala,kukwezva
3686,kukoka,tirer,0.0,neutral,mot,pull,ukudonsa,om te trek,go goga,ukutsala,kudhonza
3687,kukokela,assujettir,1.0,postive,mot,subject,beka,onderwerp,hlogotaba,isifundo,musoro
3688,kukokesha,alimenter,0.0,neutral,positive,feed,idili,voer,fepa,yondla,kudyisa
3689,kukolesha,affermir,2.0,postive,verbe,strengthen,qinisa,versterk,matlafatsa,yomeleza,simbisa
3690,kukoleshamutshima,endurcir,1.0,postive,mot,harden,qinisa,verhard,thatafatsa,gold,harden
3691,kukoleshakuamutshima,courage,1.0,postive,mot,courage,isibindi,moed,mafolofolo,isibindi,ushingi
3692,kukomba,balayer,1.0,postive,mot,sweep,shanela,vee,swiela,ukutshayela,kutsvaira
3694,kukonkangana,entredemander,0.0,neutral,verbe,interask,interbuza,intervra,interkgopelang,ungene,interbvunza
3695,kukonyabinu,ployer,0.0,neutral,verbe,ploy,amapulangwe,ploeg,leano la go ba le molao,ploy,ploy
3696,kukonyangaja,tordre,0.0,neutral,verbe,twist,sontana,draai,sopha,twist,twist
3697,kukosa,couper,0.0,neutral,verbe,cut,ukusika,sny,ripa,sika,cheka
3698,kukosamutu,décapiter,0.0,neutral,verbe,decapitate,khohlisa,onthoof,decapitate,isidingu,kudengenyeka
3699,kukoyobuka,dévoyer,0.0,neutral,verbe,deflect,delela,deflekteer,deflect,ukuthotywa,deflect
3701,kukuamba,rapporter,0.0,neutral,article,report,ukwenza umbiko,rapporteer,pego,ingxelo,chirevo
3702,kukuata,imposer,0.0,neutral,verbe,impose,thela,afdwing,lefia,faka,kumanikidza
3703,kukuatamudimu,administrer,0.0,neutral,verbe,administer,singatha,administreer,go laola,phatha,maneja
3704,kukuatshika,enivrer,0.0,neutral,verbe,intoxicate,intombazanazazana,bedwelm,botaki,yiyo,kudhira
3705,kukuatshika,emparer,0.0,neutral,verbe,seize,qhwaga,gryp,golega,bamba,mubate
3707,kukuatshishanebintu,kukuatshisha,0.0,neutral,verbe,kukuatshisha,kukuatshisha,kukuatshisha,kukuatshisha,ikukuatshisha,kukuatshisha
3708,kukuatshishakudidiunda,contribueràlavancement,0.0,neutral,mot,contributeadvancement,yiba nokuthuthuka,dra by tot vooruitgang,go tsenya letsogo go twelopele,igalelo kwinkqubela phambili,batsira kufambira mberi
3709,kukuba,épargner,0.0,neutral,verbe,save,hlenga,stoor,boloka,gcina,chengetedza
3710,kukudika,pendre,0.0,neutral,mot,hang,zula,hang,ikgama,hang,hang
3711,kukudimuka,convertir,2.0,postive,mot,convert,guqula,skakel om,fetoa,guqula,shandura
3712,kukudimuna,changer,-1.0,negative,mot,change,ukushintsha,om te verander,go fetoga,ukutshintsha,kuchinja
3713,kukudimunakuamutshima,conversion,1.0,postive,mot,conversion,ukuphenduka,omskakeling,phetolelo ya go sokologa,ukuguqulwa,kutendeuka
3714,kukuila,hommage,1.0,postive,mot,tribute,okuhlonipha,huldeblyk,tribute,irhafu,mutero
3715,kukukuila,adorer,2.0,postive,mot,worship,dumisa,aanbidding,tumia,unqulo,kunamata
